1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
1.779877847,1.695212939,3.632214971,2.946161357,13.35526115,9.474758592,10.80184835,13.06220248,3.237412426,-0.58413661,5.09226162,3.079938684,6.442097462,16.94081598,28.59873408,5.748430298,-7.633947634,8.307470092,2.523048757,6.275683368,11.34607348,13.1125469,7.890742794,11.8680813,8.318907119,5.556424232,8.729720727,8.801125813,9.383471862,7.074280029,8.971232503,13.87024618,11.78781704,6.326890488,10.24793556,10.22488616,8.977152338,7.164252115,13.23083898,4.66982038,4.00943591,3.779293122,4.297152039,3.805858995,3.767251735,4.24634362,5.796523376,6.372881356,8.349267049,10.88235294,11.98938992,8.858360966,9.312445605,11.06367478,6.649500151,4.906973441,4.948216341,3.328173375,3.945068664,3.723276483,6.623436776
